"","Type","Region","City.Town.Ward.Village.code","Prefecture","City.Town.Ward.Village","Area","Nearest.station.Name","Nearest.station.Distance.minute.","Layout","Area.m.2.","Transaction.price.Unit.price.m.2.","Land.shape","Frontage","Total.floor.area.m.2.","Year.of.construction","Building.structure","Use","Purpose.of.Use","Frontage.road.Direction","Frontage.road.Classification","Frontage.road.Breadth.m.","City.Planning","Maximus.Building.Coverage.Ratio...","Maximus.Floor.area.Ratio...","quarter.1","Year"
"4972","Residential Land(Land and Building)","Residential Area","37201","Kagawa Prefecture","Takamatsu City","Uematsucho","Kozai",60,NA,360,18055.5555555556,"Semi-shaped",12,150,1935,"W","House","House","West","City Road",4,"Non-divided City Planning Area",60,100,"2nd",2015
"5588","Residential Land(Land and Building)","Residential Area","37403","Kagawa Prefecture","Kotohira Town,Nakatado County","Enai","Kotodenkotohira",7,NA,450,20444.4444444444,"Irregular Shaped",27,210,1935,"W","House",NA,"Northwest","Town Road",3.7,"Non-divided City Planning Area",70,200,"2nd",2011
"7021","Residential Land(Land and Building)","Residential Area","37205","Kagawa Prefecture","Kan-onji City","Furukawacho","Kan-onji (Kagawa)",60,NA,185,46486.4864864865,"Semi-rectangular Shaped",10.5,100,1935,"W","House",NA,"Northwest","City Road",4,"Non-divided City Planning Area",70,200,"2nd",2013
"503","Pre-owned Condominiums, etc.",NA,"37201","Kagawa Prefecture","Takamatsu City","Kitacho","Kitacho",7,"4LDK",95,70526.3157894737,NA,NA,NA,1935,"SRC","House","House",NA,NA,0,"Quasi-industrial Zone",60,200,"2nd",2016
"4465","Residential Land(Land and Building)","Residential Area","37387","Kagawa Prefecture","Ayagawa Town,Ayauta County","Takinomiya","Takinomiya",12,NA,185,108108.108108108,"Semi-rectangular Shaped",14.5,105,1935,"W","House","House","Northeast","Private Road",6,"Non-divided City Planning Area",70,200,"4th",2014
"8180","Residential Land(Land and Building)","Residential Area","37201","Kagawa Prefecture","Takamatsu City","Fuseishicho","Sanjo (Takamatsu)",10,NA,120,291666.666666667,"Semi-rectangular Shaped",11,120,1935,"S","House",NA,"East","City Road",6,"Category II Exclusively Low-story Residential Zone",60,150,"2nd",2007
"8291","Residential Land(Land and Building)","Residential Area","37201","Kagawa Prefecture","Takamatsu City","Yashimanishimachi","Katamoto",5,NA,210,214285.714285714,"Semi-shaped",10,150,1935,"W","House",NA,"East","Private Road",6,"Category I Exclusively Medium-high Residential Zone",60,200,"4th",2007
"386","Residential Land(Land and Building)","Residential Area","37201","Kagawa Prefecture","Takamatsu City","Kamifukuokacho","Hanazono (Takamatsu)",10,NA,45,40000,"Semi-rectangular Shaped",3.5,55,1935,"W","House","House","Northeast","Road",4,"Category II Exclusively Medium-high Residential Zone",60,200,"3rd",2020
"3428","Residential Land(Land and Building)","Residential Area","37201","Kagawa Prefecture","Takamatsu City","Konanchonishinosho","Kazashigaoka",90,NA,1300,7692.30769230769,"Irregular Shaped",NA,115,1935,"W","House","House","Southwest","Private Road",6,"Non-divided City Planning Area",70,200,"2nd",2014
"6436","Residential Land(Land and Building)","Residential Area","37201","Kagawa Prefecture","Takamatsu City","Ichinomiyacho","Ichinomiya",22,NA,165,133333.333333333,"Semi-square Shaped",13,105,1935,"W","House",NA,"East","Prefectural Road",7.4,"Non-divided City Planning Area",60,200,"3rd",2013
"4423","Residential Land(Land and Building)","Commercial Area","37201","Kagawa Prefecture","Takamatsu City","Kawaramachi","Kawaramachi",5,NA,80,1e+05,"Semi-rectangular Shaped",6,80,1935,"W","House",NA,"West","City Road",6,"Commercial Zone",80,500,"4th",2011
"8042","Residential Land(Land and Building)","Residential Area","37201","Kagawa Prefecture","Takamatsu City","Takamatsucho","Yashima",22,NA,490,20204.0816326531,"Semi-rectangular Shaped",21.5,125,1935,"W","House",NA,"North","City Road",2.7,"Non-divided City Planning Area",60,200,"3rd",2008
"1459","Residential Land(Land and Building)","Residential Area","37201","Kagawa Prefecture","Takamatsu City","Hayashicho","Motoyama (Takamatsu)",16,NA,180,150000,"Rectangular Shaped",NA,115,1935,"W","House","House","West","Private Road",5,"Category I Residential Zone",60,200,"1st",2016
"6677","Residential Land(Land and Building)","Residential Area","37403","Kagawa Prefecture","Kotohira Town,Nakatado County","Enai","Kotohira",12,NA,NA,NA,"Irregular Shaped",NA,55,1935,"W","House",NA,"Northeast","Town Road",7,"Non-divided City Planning Area",70,200,"4th",2012
"700","Pre-owned Condominiums, etc.",NA,"37201","Kagawa Prefecture","Takamatsu City","Gotocho","Kozai",10,"4LDK",70,54285.7142857143,NA,NA,NA,1935,NA,"House","House",NA,NA,0,"Category I Residential Zone",60,200,"1st",2019
"3961","Residential Land(Land and Building)","Residential Area","37201","Kagawa Prefecture","Takamatsu City","Sogawahigashimachi","Takata (Takamatsu)",60,NA,380,34210.5263157895,"Semi-rectangular Shaped",NA,125,1935,"W","House",NA,"North","Private Road",4.5,"Non-divided City Planning Area",60,200,"3rd",2010
"4788","Pre-owned Condominiums, etc.",NA,"37201","Kagawa Prefecture","Takamatsu City","Matsufukucho","Imabashi",8,"1K",25,68000,NA,NA,NA,1935,"SRC","House",NA,NA,NA,0,"Industrial Zone",60,200,"3rd",2011
"6724","Pre-owned Condominiums, etc.",NA,"37201","Kagawa Prefecture","Takamatsu City","Chuocho","Ritsurinkoenkitaguchi",5,"1DK",30,83333.3333333333,NA,NA,NA,1935,"SRC","House",NA,NA,NA,0,"Neighborhood Commercial Zone",80,500,"3rd",2013
"5876","Residential Land(Land and Building)","Residential Area","37201","Kagawa Prefecture","Takamatsu City","Kokubunjichokashihara","Kokubu (Kagawa)",60,NA,165,59393.9393939394,"Semi-rectangular Shaped",7,110,1935,"W","House",NA,"Northeast","Private Road",8,"Non-divided City Planning Area",60,200,"3rd",2012
"5647","Residential Land(Land and Building)","Residential Area","37202","Kagawa Prefecture","Marugame City","Nakazucho","Marugame",60,NA,390,22307.6923076923,"Semi-rectangular Shaped",24.5,165,1935,"W","House","House","Southwest","City Road",4.8,"Non-divided City Planning Area",70,200,"2nd",2015
"403","Residential Land(Land and Building)","Residential Area","37201","Kagawa Prefecture","Takamatsu City","Kamimachi","Sanjo (Takamatsu)",22,NA,195,25641.0256410256,"Rectangular Shaped",14.5,65,1935,"W","House","Factory","West","Private Road",1.3,"Quasi-industrial Zone",60,200,"3rd",2019
"887","Pre-owned Condominiums, etc.",NA,"37201","Kagawa Prefecture","Takamatsu City","Sanjocho","Sanjo (Takamatsu)",9,"3LDK",65,230769.230769231,NA,NA,NA,1935,"RC","House","House",NA,NA,0,"Neighborhood Commercial Zone",80,300,"1st",2019
"2391","Residential Land(Land and Building)","Residential Area","37203","Kagawa Prefecture","Sakaide City","Tanimachi","Sakaide",13,NA,220,131818.181818182,"Rectangular Shaped",10.5,110,1935,"W","House","House","North","Agricultural Road",4.2,"Non-divided City Planning Area",70,200,"1st",2016
"167","Residential Land(Land and Building)","Residential Area","37201","Kagawa Prefecture","Takamatsu City","Otakamimachi","Ota (Takamatsu)",6,NA,340,55882.3529411765,"Semi-shaped",16.5,125,1935,"W","House","House","West","Private Road",4,"Category I Exclusively Low-story Residential Zone",60,100,"2nd",2017
"4885","Residential Land(Land and Building)","Residential Area","37201","Kagawa Prefecture","Takamatsu City","Yuracho","Mizuta",24,NA,210,109523.80952381,"Rectangular Shaped",11.5,110,1935,"W","House",NA,"South","Private Road",6,"Non-divided City Planning Area",60,100,"4th",2011
"4956","Residential Land(Land and Building)","Residential Area","37202","Kagawa Prefecture","Marugame City","Sanjocho","Marugame",60,NA,195,56410.2564102564,"Rectangular Shaped",NA,105,1935,"W","House",NA,"North","Private Road",4,"Non-divided City Planning Area",70,200,"2nd",2011
"5198","Residential Land(Land and Building)","Residential Area","37201","Kagawa Prefecture","Takamatsu City","Kozaiminamimachi","Kozai",18,NA,200,135000,"Irregular Shaped",9,105,1935,"W","House","House","South","Private Road",4.7,"Non-divided City Planning Area",60,100,"2nd",2015
"1035","Residential Land(Land and Building)","Residential Area","37201","Kagawa Prefecture","Takamatsu City","Takamatsucho","Yashima",15,NA,270,103703.703703704,"Semi-rectangular Shaped",15,120,1935,"W","House","House","East","Private Road",5,"Category I Exclusively Low-story Residential Zone",60,100,"1st",2021
"8688","Residential Land(Land and Building)","Residential Area","37404","Kagawa Prefecture","Tadotsu Town,Nakatado County","Oaza Yamashina","Tadotsu",60,NA,155,34838.7096774194,"Semi-trapezoidal Shaped",11.5,80,1935,"W","House",NA,"Southwest","Town Road",4.5,"Non-divided City Planning Area",70,200,"3rd",2008
"4302","Residential Land(Land and Building)","Residential Area","37201","Kagawa Prefecture","Takamatsu City","Kagawachoasano","Kukodori",60,NA,220,38636.3636363636,"Semi-trapezoidal Shaped",11,90,1935,"W","House",NA,"North","City Road",6,"Category I Residential Zone",60,200,"1st",2011
"5273","Pre-owned Condominiums, etc.",NA,"37201","Kagawa Prefecture","Takamatsu City","Shinkitamachi","Showacho (Kagawa)",21,"4LDK",80,68750,NA,NA,NA,1935,"RC","House","House",NA,NA,0,"Quasi-industrial Zone",60,200,"1st",2015
"5812","Pre-owned Condominiums, etc.",NA,"37201","Kagawa Prefecture","Takamatsu City","Kitacho","Kasugagawa",7,"3LDK",65,136923.076923077,NA,NA,NA,1935,"RC","House",NA,NA,NA,0,"Quasi-industrial Zone",60,200,"2nd",2012
"997","Residential Land(Land and Building)","Residential Area","37201","Kagawa Prefecture","Takamatsu City","Sogawanishimachi","Takata (Takamatsu)",23,NA,180,111111.111111111,"Semi-rectangular Shaped",12,105,1935,"W","House","House","West","City Road",5.5,"Non-divided City Planning Area",60,100,"4th",2018
"7314","Residential Land(Land and Building)","Residential Area","37201","Kagawa Prefecture","Takamatsu City","Kokubunjichonii","Hashioka",4,NA,580,58620.6896551724,"Semi-rectangular Shaped",NA,160,1935,"W","House",NA,"South","Private Road",4.4,"Category I Exclusively Low-story Residential Zone",60,100,"1st",2009
"7800","Pre-owned Condominiums, etc.",NA,"37201","Kagawa Prefecture","Takamatsu City","Otashimomachi","Sanjo (Takamatsu)",19,"3LDK",70,114285.714285714,NA,NA,NA,1935,"RC","House",NA,NA,NA,0,"Category II Residential Zone",60,200,"4th",2008
"3513","Pre-owned Condominiums, etc.",NA,"37201","Kagawa Prefecture","Takamatsu City","Tenjimmae","Ritsurinkoenkitaguchi",9,"3LDK",60,166666.666666667,NA,NA,NA,1935,"RC","House","House",NA,NA,0,"Commercial Zone",80,400,"3rd",2014
"7958","Residential Land(Land and Building)","Residential Area","37201","Kagawa Prefecture","Takamatsu City","Kokubunjichokokubu","Kokubu (Kagawa)",19,NA,230,108695.652173913,"Semi-shaped",NA,135,1935,"W","House",NA,"South","Private Road",5,"Non-divided City Planning Area",60,200,"1st",2008
"6727","Residential Land(Land and Building)","Residential Area","37201","Kagawa Prefecture","Takamatsu City","Chokushicho","Ota (Takamatsu)",60,NA,260,50000,"Semi-rectangular Shaped",25.6,155,1935,"W","House",NA,"West","City Road",2.4,"Category I Exclusively Medium-high Residential Zone",60,200,"1st",2013
"7651","Residential Land(Land and Building)","Residential Area","37207","Kagawa Prefecture","Higashikagawa City","Hiketa","Hiketa",10,NA,220,31818.1818181818,"Semi-rectangular Shaped",14,80,1935,"W","House",NA,"South","City Road",4,"Non-divided City Planning Area",70,200,"2nd",2009
"8123","Pre-owned Condominiums, etc.",NA,"37201","Kagawa Prefecture","Takamatsu City","Hamanocho","Takamatsu (Kagawa)",11,"1DK",30,96666.6666666667,NA,NA,NA,1935,"RC","House",NA,NA,NA,0,"Category II Residential Zone",60,200,"1st",2008
"4398","Pre-owned Condominiums, etc.",NA,"37202","Kagawa Prefecture","Marugame City","Dokichohigashi","Marugame",21,"3LDK",65,49230.7692307692,NA,NA,NA,1935,"SRC","House",NA,NA,NA,0,"Category I Residential Zone",60,200,"1st",2010
"3278","Residential Land(Land and Building)","Residential Area","37404","Kagawa Prefecture","Tadotsu Town,Nakatado County","Oaza Mii","Tadotsu",60,NA,165,121212.121212121,"Semi-rectangular Shaped",10.3,NA,1935,"W","House","House","Northwest","Town Road",4.2,"Non-divided City Planning Area",70,200,"3rd",2016
"3712","Residential Land(Land and Building)","Residential Area","37202","Kagawa Prefecture","Marugame City","Imazucho","Marugame",60,NA,590,25423.7288135593,"Irregular Shaped",NA,170,1935,"W","House","House","Northeast","Road",3,"Non-divided City Planning Area",70,200,"2nd",2014
"3330","Residential Land(Land and Building)","Residential Area","37201","Kagawa Prefecture","Takamatsu City","Ichinomiyacho","Ichinomiya",14,NA,85,20000,"Semi-rectangular Shaped",5.5,60,1935,"W","House","House","North","Private Road",4,"Non-divided City Planning Area",60,100,"2nd",2014
"7743","Residential Land(Land and Building)","Residential Area","37404","Kagawa Prefecture","Tadotsu Town,Nakatado County","Oaza Minamigamo","Tadotsu",15,NA,195,117948.717948718,"Semi-rectangular Shaped",11.5,120,1935,"W","House",NA,"Northeast","Town Road",5.2,"Category I Exclusively Low-story Residential Zone",60,100,"2nd",2009
"1692","Pre-owned Condominiums, etc.",NA,"37201","Kagawa Prefecture","Takamatsu City","Miyawakicho","Showacho (Kagawa)",9,"4LDK",80,162500,NA,NA,NA,1935,"SRC","House","House",NA,NA,0,"Neighborhood Commercial Zone",80,300,"3rd",2018
"5624","Residential Land(Land and Building)","Residential Area","37202","Kagawa Prefecture","Marugame City","Tarumicho","Okada (Takamatsu)",60,NA,290,22413.7931034483,"Semi-trapezoidal Shaped",15,115,1935,"LS","House","House","Northwest","City Road",6.5,"Non-divided City Planning Area",70,200,"1st",2015
"4701","Pre-owned Condominiums, etc.",NA,"37201","Kagawa Prefecture","Takamatsu City","Nakanocho","Ritsurinkoenkitaguchi",0,"3LDK",80,225000,NA,NA,NA,1935,"RC","House",NA,NA,NA,0,"Neighborhood Commercial Zone",60,300,"1st",2011
"656","Residential Land(Land and Building)","Residential Area","37201","Kagawa Prefecture","Takamatsu City","Kozaikitamachi","Kozai",60,NA,350,151428.571428571,"Semi-rectangular Shaped",19,NA,1935,"W","House",NA,"South","Private Road",5,"Non-divided City Planning Area",60,100,"4th",2020
"1560","Residential Land(Land and Building)","Residential Area","37201","Kagawa Prefecture","Takamatsu City","Busshozancho","Busshozan",13,NA,170,25882.3529411765,"Irregular Shaped",15,105,1935,"W","House","House","Northeast","City Road",2.8,"Category I Exclusively Medium-high Residential Zone",60,200,"3rd",2020
"1369","Pre-owned Condominiums, etc.",NA,"37201","Kagawa Prefecture","Takamatsu City","Hamanocho","Takamatsu (Kagawa)",4,"2LDK",55,150909.090909091,NA,NA,NA,1935,"SRC","House","House",NA,NA,0,"Category II Residential Zone",60,200,"1st",2020
"1578","Residential Land(Land and Building)","Residential Area","37201","Kagawa Prefecture","Takamatsu City","Busshozancho","Busshozan",17,NA,210,123809.523809524,"Semi-trapezoidal Shaped",15,110,1935,"W","House","House","South","Private Road",5,"Non-divided City Planning Area",60,100,"3rd",2016
"2726","Residential Land(Land and Building)","Residential Area","37206","Kagawa Prefecture","Sanuki City","Zotakorehiro","Zoda",12,NA,250,68000,"Semi-rectangular Shaped",11,80,1935,"W","House","House","East","Private Road",6,"Non-divided City Planning Area",70,200,"4th",2018
"8072","Residential Land(Land and Building)","Residential Area","37201","Kagawa Prefecture","Takamatsu City","Tsuruichicho","Kozai",4,NA,290,75862.0689655172,"Semi-trapezoidal Shaped",13,185,1935,"W","House",NA,"West","City Road",6,"Non-divided City Planning Area",60,200,"4th",2008
"3734","Residential Land(Land and Building)","Residential Area","37201","Kagawa Prefecture","Takamatsu City","Kamihayashicho","Ota (Takamatsu)",60,NA,200,115000,"Semi-shaped",16,95,1935,"W","House",NA,"East","Private Road",5.5,"Non-divided City Planning Area",60,200,"1st",2010
"2973","Residential Land(Land and Building)","Residential Area","37322","Kagawa Prefecture","Tonosho Town,Shozu County","(No Address)","No_station",NA,NA,185,108108.108108108,"Semi-shaped",14,140,1935,"W","House","House","West","Town Road",5,"Non-divided City Planning Area",70,200,"2nd",2019
"5891","Residential Land(Land and Building)","Residential Area","37201","Kagawa Prefecture","Takamatsu City","Kokubunjichoshimmyo","Hashioka",60,NA,230,108695.652173913,"Rectangular Shaped",10.6,120,1935,"W","House",NA,"North","City Road",5,"Category I Exclusively Low-story Residential Zone",60,100,"1st",2012
"1085","Residential Land(Land and Building)","Residential Area","37201","Kagawa Prefecture","Takamatsu City","Tahikamimachi","Ota (Takamatsu)",17,NA,185,2e+05,"Rectangular Shaped",11.4,110,1935,"LS","House","House","South","Private Road",5,"Non-divided City Planning Area",60,100,"3rd",2017
"2028","Residential Land(Land and Building)","Residential Area","37202","Kagawa Prefecture","Marugame City","Kawanishichominami","Marugame",90,NA,160,75000,"Trapezoidal Shaped",10.5,110,1935,"W","House","House","Southeast","Private Road",4.5,"Non-divided City Planning Area",70,80,"2nd",2019
"6278","Residential Land(Land and Building)","Residential Area","37202","Kagawa Prefecture","Marugame City","Ayautachotomikuma","Kurikuma",60,NA,250,52000,"Semi-square Shaped",15,160,1935,"LS","House",NA,"Southeast","City Road",6,"Non-divided City Planning Area",70,200,"2nd",2012
"2345","Residential Land(Land and Building)","Residential Area","37203","Kagawa Prefecture","Sakaide City","Kamocho","Kamogawa",18,NA,175,142857.142857143,"Semi-shaped",13,105,1935,"W","House","House","Northwest","Road",5.1,"Non-divided City Planning Area",70,200,"3rd",2019
